seed,path,class_name,y_true,encoder,pretrained,classifier,image_size,tile_size,width,height,n_tiles,global_score,tile_mean_score,tile_max_score,tile_top2_mean_score,tile_std_score,tile_max_minus_global
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000000.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1122,1402,9,0.035914212465286255,0.5221374765905138,0.9829742908477783,0.9763092398643494,0.4011971056705533,0.9470600783824921
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000001.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1024,1024,9,0.9999984502792358,0.9928566614786783,1.0,0.9999997615814209,0.019799554141646407,1.5497207641601562e-06
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000002.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,768,768,9,0.8500610589981079,0.8326448599497477,0.9242660403251648,0.8958337903022766,0.07731362740763369,0.07420498132705688
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000003.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,768,768,9,0.9999692440032959,0.9993850655025907,0.9999973773956299,0.9999964833259583,0.0011247848460851412,2.8133392333984375e-05
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000004.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,768,768,9,0.9999994039535522,0.9999994171990289,1.0,1.0,1.1979653098418993e-06,5.960464477539062e-07
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000005.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,768,768,9,0.9905937910079956,0.9985052545865377,0.9999107122421265,0.9999083876609802,0.0033736945088470253,0.00931692123413086
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000006.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1024,559,9,1.9796159904217348e-05,0.3303838140373172,0.9958569407463074,0.9958186447620392,0.459293416685435,0.9958371445864032
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000007.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,768,768,9,0.9423996210098267,0.5694156546766559,0.9996182918548584,0.9994767010211945,0.4082341242441958,0.05721867084503174
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000008.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1024,1024,9,0.9860259890556335,0.9270292454295688,0.9999977350234985,0.9999974966049194,0.129152704340578,0.01397174596786499
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000009.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1402,1122,9,0.6749299168586731,0.8630315520697169,0.9999634027481079,0.9999138712882996,0.30587416335299605,0.3250334858894348
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000010.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,768,768,9,1.0,0.9999461902512444,1.0,1.0,9.337140173934674e-05,0.0
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000011.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1402,1122,9,0.23924463987350464,0.5249035391542647,0.9882132411003113,0.986902266740799,0.3588842653667736,0.7489686012268066
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000012.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,696,740,9,0.9999970197677612,0.9999999602635702,1.0,1.0,7.947285970052083e-08,2.9802322387695312e-06
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000013.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1536,1024,9,0.9994450211524963,0.9975167711575826,0.9999990463256836,0.9999973773956299,0.005662622668123623,0.0005540251731872559
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000014.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,700,768,9,0.010443913750350475,0.10593726347067584,0.5951935648918152,0.4440002739429474,0.1951003352606112,0.5847496511414647
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000015.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1366,724,9,0.9932152032852173,0.49427508045401836,0.9662086367607117,0.9567855894565582,0.4070536325339932,-0.027006566524505615
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\jpeg30\ishu_ai_vs_real_2026_seed7_test\AI-images\000016.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1024,1024,9,1.0,0.9999999205271403,1.0,1.0,1.4868010627325145e-07,0.0
