seed,path,class_name,y_true,encoder,pretrained,classifier,image_size,tile_size,width,height,n_tiles,global_score,tile_mean_score,tile_max_score,tile_top2_mean_score,tile_std_score,tile_max_minus_global
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000000.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1122,1402,9,0.09234495460987091,0.630241326832523,0.9790207147598267,0.9671775102615356,0.37653369090727007,0.8866757601499557
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000001.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1024,1024,9,0.9999996423721313,0.9968991676966349,1.0,0.9999999403953552,0.008657360578816784,3.5762786865234375e-07
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000002.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,768,768,9,0.7854489088058472,0.8100902040799459,0.8965887427330017,0.8908811211585999,0.07838699933141267,0.11113983392715454
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000003.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,768,768,9,0.9998646974563599,0.9997631642553542,0.9999964237213135,0.999987006187439,0.0002515600129524561,0.00013172626495361328
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000004.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,768,768,9,0.9999995231628418,0.9999997748268975,1.0,1.0,2.834655782783389e-07,4.76837158203125e-07
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000005.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,768,768,9,0.9970420002937317,0.9991474284066094,0.9999802112579346,0.999964714050293,0.0017883449742571395,0.002938210964202881
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000006.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1024,559,9,0.0014411576557904482,0.4645078542610766,0.9999083280563354,0.9997729659080505,0.4318152855300052,0.998467170400545
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000007.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,768,768,9,0.9917639493942261,0.6098987647953132,0.9999876022338867,0.9999597072601318,0.4254427987132657,0.008223652839660645
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000008.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1024,1024,9,0.9956884980201721,0.9582649734285142,0.9999988079071045,0.9999987483024597,0.10499666545102697,0.004310309886932373
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000009.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1402,1122,9,0.9829027652740479,0.8887335606333282,0.999993085861206,0.9999762773513794,0.3043761520252327,0.017090320587158203
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000010.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,768,768,9,1.0,0.9999849266476102,1.0,1.0,3.7868634647091625e-05,0.0
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000011.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1402,1122,9,0.4788272976875305,0.6571176068650352,0.9962408542633057,0.9942078292369843,0.356644965361753,0.5174135565757751
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000012.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,696,740,9,0.9999983310699463,0.9999999735090468,1.0,1.0,4.9560035424417144e-08,1.6689300537109375e-06
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000013.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,1536,1024,9,0.9999567270278931,0.9992908305592008,0.9999998807907104,0.9999998211860657,0.001620223526656829,4.315376281738281e-05
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test_robustness_variants\resize_half\ishu_ai_vs_real_2026_seed7_test\AI-images\000014.jpg,AI-images,1,dinov2_vits14,True,logistic_regression,224,512,700,768,9,0.019756903871893883,0.1845735743760694,0.9161669611930847,0.7509939968585968,0.3159529623616032,0.8964100573211908
