seed,path,class_name,y_true,encoder,pretrained,classifier,image_size,tile_size,width,height,n_tiles,global_score,tile_mean_score,tile_max_score,tile_top2_mean_score,tile_std_score,tile_max_minus_global
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000000.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1122,1402,9,0.9997977614402771,0.9785876075426737,0.9999982118606567,0.9999980926513672,0.06000857766789133,0.00020045042037963867
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000001.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1024,1024,9,0.9999992847442627,0.9727858106295267,0.9999985694885254,0.999997079372406,0.050346725662588784,-7.152557373046875e-07
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000002.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,768,768,9,0.9987101554870605,0.9634990361001756,0.9977402687072754,0.9968214333057404,0.04882389980210448,-0.0009698867797851562
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000003.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,768,768,9,0.9999061822891235,0.9998864266607497,0.9999850988388062,0.9999693632125854,8.904843103980616e-05,7.891654968261719e-05
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000004.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,768,768,9,0.9999144077301025,0.9942495889133878,0.9999983310699463,0.9999743103981018,0.008627193281538574,8.392333984375e-05
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000005.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,768,768,9,0.9999409914016724,0.9995351963573031,0.9999977350234985,0.9999966025352478,0.0005937251450199247,5.6743621826171875e-05
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000006.jpeg,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1024,559,9,1.0,0.9999999735090468,1.0,1.0,4.9560035424417144e-08,0.0
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000007.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,768,768,9,0.9999969005584717,0.9593912694189284,0.9999984502792358,0.9999971389770508,0.11263239504484161,1.5497207641601562e-06
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000008.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1024,1024,9,0.9999973773956299,0.9570480386416117,0.9999961853027344,0.9999952912330627,0.11671855590443504,-1.1920928955078125e-06
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000009.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1402,1122,9,0.9999997615814209,0.9999768800205655,1.0,1.0,6.229934983059371e-05,2.384185791015625e-07
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000010.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,768,768,9,0.9377673864364624,0.6773507189419534,0.9993995428085327,0.9992285668849945,0.32204404596174135,0.06163215637207031
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000011.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1402,1122,9,1.0,0.998414589299096,0.9999997615814209,0.9999997019767761,0.002737204644786068,-2.384185791015625e-07
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000012.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,696,740,9,0.47508513927459717,0.4660963238242807,0.9096882939338684,0.9055963158607483,0.36687051864093734,0.43460315465927124
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000013.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1536,1024,9,0.9999988079071045,0.999959925810496,1.0,1.0,7.963540422184394e-05,1.1920928955078125e-06
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000014.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,700,768,9,0.9531252980232239,0.9772502846188016,0.9968665242195129,0.9958356022834778,0.016873490042992455,0.04374122619628906
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000015.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1366,724,9,0.9932100176811218,0.9993334346347384,0.9999994039535522,0.9999977350234985,0.0012209558576641336,0.00678938627243042
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000016.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1024,1024,9,1.0,0.9989656011263529,0.9999977350234985,0.9999969005584717,0.0016601017842172588,-2.2649765014648438e-06
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000017.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,665,756,9,0.9821114540100098,0.9799347122510275,0.9953124523162842,0.9926132559776306,0.010663440748942047,0.013200998306274414
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000018.jpeg,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1024,559,9,0.9449905157089233,0.9432408809661865,0.9996656179428101,0.9993239939212799,0.09980332235175433,0.05467510223388672
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000019.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1536,1024,9,0.9973708391189575,0.9937803679042392,0.999794065952301,0.9997855424880981,0.008426690631911614,0.002423226833343506
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000020.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,768,768,9,0.8734880685806274,0.5874948062830501,0.9866538643836975,0.9825019538402557,0.3938962349947445,0.11316579580307007
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000021.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,768,768,9,0.4791969954967499,0.8639991217189364,0.9982946515083313,0.9970518052577972,0.17062279535386732,0.5190976560115814
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000022.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1402,1122,9,0.9999978542327881,0.9999930063883463,1.0,1.0,9.863283095022591e-06,2.1457672119140625e-06
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000023.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,768,768,9,0.9999390840530396,0.9034031563334994,0.9999200105667114,0.999893307685852,0.146935107503245,-1.9073486328125e-05
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000024.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,656,580,9,0.8964304327964783,0.784442683060964,0.9185556769371033,0.9174460768699646,0.139518313589632,0.022125244140625
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000025.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1024,1024,9,0.9999353885650635,0.9967370165718926,0.9999991655349731,0.9999986290931702,0.004117413991993572,6.377696990966797e-05
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000026.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1375,749,9,0.9999992847442627,0.9998973343107436,1.0,1.0,0.00018263521554516307,7.152557373046875e-07
7,<repo>\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000027.png,AI-images,1,convnext_tiny,True,logistic_regression,224,512,1024,1024,9,0.9999901056289673,0.9889584647284614,0.9998747110366821,0.9995861053466797,0.01072866897632374,-0.00011539459228515625
