path_key,path_metadata,label,source_label,source_key,source_name,caption,combined_v3,convnext_tiny_frozen,physics_guided,resnet18,scp_fusion_v0,prediction_path,image_path,primary_score,primary_predicted_fake,score_min,score_max,score_spread,lowest_method,highest_method
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000061.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000061.jpg,0,0,0,real,A lone bird contemplates life while resting on top of a mound.,0.9632047414779664,0.993690013885498,0.9779637455940248,0.987179696559906,0.9568757283094914,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000061.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000061.jpg,0.9568757283094914,True,0.9568757283094914,0.993690013885498,0.03681428557600663,scp_fusion_v0,convnext_tiny_frozen
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000483.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000483.jpg,0,0,0,real,An empty modern kitchen is lit at night,0.326011061668396,0.9558497071266174,0.9856861233711244,0.9933601021766664,0.8992628966714841,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000483.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000483.jpg,0.8992628966714841,True,0.326011061668396,0.9933601021766664,0.6673490405082704,combined_v3,resnet18
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000400.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000400.jpg,0,0,0,real,A white sink sitting under a bathroom mirror.,0.7824926972389221,0.6297145485877991,0.9998400211334229,0.9999347925186156,0.8703574848978043,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000400.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000400.jpg,0.8703574848978043,True,0.6297145485877991,0.9999347925186156,0.37022024393081654,convnext_tiny_frozen,resnet18
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000103.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000103.jpg,0,0,0,real,A stuffed toy sitting at a dining table with a frosted cake and cups.,0.6712355017662048,0.8425489664077759,0.7093194723129272,0.985779881477356,0.8699140586658712,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000103.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000103.jpg,0.8699140586658712,True,0.6712355017662048,0.985779881477356,0.3145443797111511,combined_v3,resnet18
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000089.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000089.jpg,0,0,0,real,a gray bird about to perch on a branch,0.7664698958396912,0.8185992240905762,0.7010740637779236,0.8518427014350891,0.8524451260791692,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000089.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000089.jpg,0.8524451260791692,True,0.7010740637779236,0.8524451260791692,0.15137106230124564,physics_guided,scp_fusion_v0
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000286.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000286.jpg,0,0,0,real,A fully furnished living room with a television leads into a bed room.,0.790416419506073,0.5075693130493164,0.9947792291641236,0.994455873966217,0.8262761887454326,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000286.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000286.jpg,0.8262761887454326,True,0.5075693130493164,0.9947792291641236,0.48720991611480724,convnext_tiny_frozen,physics_guided
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000241.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000241.jpg,0,0,0,real,The bird sits on a thin branch near berries.,0.8295729756355286,0.969690442085266,0.3771278858184814,0.6360864639282227,0.812651577750105,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000241.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000241.jpg,0.812651577750105,True,0.3771278858184814,0.969690442085266,0.5925625562667847,physics_guided,convnext_tiny_frozen
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000486.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000486.jpg,0,0,0,real,The large green train is approaching a platform.,0.1984571665525436,0.9430222511291504,0.7942000031471252,0.7974119782447815,0.8060591912234031,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000486.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000486.jpg,0.8060591912234031,True,0.1984571665525436,0.9430222511291504,0.7445650845766068,combined_v3,convnext_tiny_frozen
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000425.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000425.jpg,0,0,0,real,Someone is holding a bird up to a book. ,0.0342005901038646,0.7582281231880188,0.9984056353569032,0.9919646978378296,0.7821795198616115,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000425.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000425.jpg,0.7821795198616115,True,0.0342005901038646,0.9984056353569032,0.9642050452530386,combined_v3,physics_guided
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000198.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000198.jpg,0,0,0,real,A person standing on a loading platform next to a  train.,0.6568242907524109,0.9616482853889464,0.0551683120429515,0.7898052334785461,0.723552217197934,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000198.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000198.jpg,0.723552217197934,True,0.0551683120429515,0.9616482853889464,0.906479973345995,physics_guided,convnext_tiny_frozen
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000407.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000407.jpg,0,0,0,real,A sheep eats grass alone by a lake,0.0324115976691246,0.9833417534828186,0.211581140756607,0.968669056892395,0.6683078813377915,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000407.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000407.jpg,0.6683078813377915,True,0.0324115976691246,0.9833417534828186,0.950930155813694,combined_v3,convnext_tiny_frozen
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000114.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000114.jpg,0,0,0,real,A bathroom with towels draped of the curtain rod ,0.5539284348487854,0.3216893374919891,0.9478188157081604,0.9999998807907104,0.662491398571505,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000114.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000114.jpg,0.662491398571505,True,0.3216893374919891,0.9999998807907104,0.6783105432987213,convnext_tiny_frozen,resnet18
